"stidstd","schoolid","st04q01","st81q01","st81q02","st81q03","st81q04","st81q05","st62q01","st62q03","st62q06","st62q07","st62q12","st62q15","st62q16","pv1math","pv2math","pv3math","pv4math","pv5math","st81q01s","st81q02s","st81q03s","st81q04s","st81q05s","st62q01s","st62q03s","st62q06s","st62q07s","st62q12s","st62q15s","st62q16s"
2,1,1,4,4,4,4,4,2,5,3,2,3,4,3,0.92,1.036,0.856,0.457,1.412,4,3.5,3.5,4,4,1.5,5,4,1.5,2,4.5,2
4,1,1,4,3,3,4,4,1,5,5,1,1,5,1,0.135,-0.363,-0.371,0.035,0.299,4,3.5,3.5,4,4,1.5,5,4,1.5,2,4.5,2
10,2,1,3,2,2,3,3,2,5,5,1,1,3,1,0.564,0.401,0.457,0.607,0.243,3,2.33333333333333,1.66666666666667,3.66666666666667,3.66666666666667,1.66666666666667,4,4.33333333333333,1.66666666666667,1.66666666666667,2.66666666666667,1.33333333333333
11,2,1,4,4,2,4,4,1,3,3,2,2,2,1,-0.249,-0.441,-0.461,0.023,-0.57,3,2.33333333333333,1.66666666666667,3.66666666666667,3.66666666666667,1.66666666666667,4,4.33333333333333,1.66666666666667,1.66666666666667,2.66666666666667,1.33333333333333
21,2,1,2,1,1,4,4,2,4,5,2,2,3,2,0.722,0.277,0.759,0.45,0.378,3,2.33333333333333,1.66666666666667,3.66666666666667,3.66666666666667,1.66666666666667,4,4.33333333333333,1.66666666666667,1.66666666666667,2.66666666666667,1.33333333333333
27,3,1,3,3,3,4,4,1,4,4,5,1,5,1,-0.429,0.503,-0.437,-0.459,-0.083,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
30,3,1,3,3,3,3,3,1,3,2,4,1,1,1,-1.184,0.369,-0.828,-1.12,-0.782,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
32,3,1,3,2,3,4,4,2,5,5,5,4,1,5,-0.259,0.289,0.178,0.586,0.413,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
33,3,2,1,1,1,1,1,4,4,4,4,4,4,4,-1.187,-0.734,-0.137,-0.371,-1.237,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
34,3,1,2,4,2,4,2,1,4,4,4,1,4,4,0.111,-0.521,-0.451,-0.304,0.242,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
39,3,1,3,3,3,3,4,4,4,4,4,4,2,2,-1.172,-1.257,-1.432,-1.805,-1.029,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
40,3,2,3,3,3,3,3,1,3,5,3,1,3,4,-0.129,0.598,0.296,0.996,-0.698,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
43,3,1,4,4,4,3,3,1,5,4,4,1,5,5,0.416,0.781,-0.193,0.281,0.298,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
44,3,1,3,3,3,3,3,1,3,3,2,2,2,4,0.654,0.692,0.86,0.181,0.412,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
45,3,1,3,3,3,3,3,2,4,4,4,3,4,4,-0.831,-1.232,-0.243,-1.016,-0.846,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
55,3,1,1,1,3,1,4,1,5,1,1,1,1,1,-0.139,0.41,-0.295,-0.147,-0.786,2.63636363636364,2.72727272727273,2.81818181818182,2.90909090909091,3.09090909090909,1.72727272727273,4,3.63636363636364,3.63636363636364,2.09090909090909,2.90909090909091,3.18181818181818
57,4,2,2,2,2,2,2,2,2,2,2,2,2,2,-2.287,-2.332,-2.381,-2.847,-1.151,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
58,4,2,3,1,3,3,4,1,3,4,3,1,3,1,-0.284,0.265,0.143,0.045,0.23,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
63,4,1,3,3,2,4,3,2,5,4,2,3,5,2,-1.073,-0.587,-1.726,-1.246,-1.112,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
71,4,1,3,3,4,4,4,2,5,5,1,1,5,1,0.441,-0.036,-0.348,-0.279,0.605,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
75,4,2,1,1,1,1,1,4,5,1,4,1,1,2,-1.955,-1.924,-2.477,-2.944,-2.32,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
80,4,2,2,2,2,2,2,2,4,2,2,4,4,4,-1.405,-1.063,-1.54,-1.442,-0.935,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
82,4,1,4,4,4,4,4,2,5,2,5,1,5,1,-1.682,-1.955,-2.251,-1.998,-0.873,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
83,4,2,4,4,4,4,4,4,3,1,4,1,3,1,-0.622,0.356,0.468,0.439,-1.145,2.75,2.5,2.75,3,3,2.375,4,2.625,2.875,1.75,3.5,1.75
87,5,2,3,3,4,4,4,2,2,1,1,1,3,2,-0.104,-0.487,0.131,0.438,-0.221,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
89,5,2,3,3,4,4,4,3,4,3,4,3,4,3,-1.175,-0.553,-1.435,-1.415,-0.502,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
90,5,2,4,3,4,4,4,1,5,3,2,1,5,1,-0.767,-0.474,-0.527,-0.526,-0.027,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
91,5,2,3,3,4,4,4,1,4,3,1,1,5,1,-0.012,0.288,0.256,0.675,0.017,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
92,5,2,4,4,4,4,4,4,5,5,4,4,5,4,-0.921,-1.614,-0.881,-0.926,-1.467,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
93,5,2,2,3,3,3,3,2,3,2,2,2,4,3,-0.984,-1.318,-0.406,-1.169,-1.022,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
94,5,1,1,3,1,3,1,2,2,2,2,2,2,2,-1.321,-1.046,-0.001,-1.312,-0.998,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
99,5,2,3,3,3,3,3,1,4,1,1,1,3,1,-1.815,-0.943,-0.446,-1.175,-0.442,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
101,5,1,4,4,4,4,4,3,5,5,5,2,5,4,0.074,-0.053,-0.096,-0.105,0.329,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
102,5,2,3,3,3,3,3,2,4,2,2,2,4,4,-1.152,-1.272,-1.547,-1.493,-0.931,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
115,5,2,3,3,3,3,4,2,4,2,4,2,4,4,0.122,-0.521,-0.776,-0.101,-0.266,3,3.18181818181818,3.36363636363636,3.54545454545455,3.45454545454545,2.09090909090909,3.81818181818182,2.63636363636364,2.54545454545455,1.90909090909091,4,2.63636363636364
119,6,1,4,4,4,3,3,1,4,4,2,2,4,2,1.433,0.928,0.972,0.742,0.943,3.4,3,2.6,3,3.2,1,4,4.4,2.6,2.2,4.4,1.4
122,6,2,3,3,2,3,3,1,5,4,2,5,4,2,0.657,1.459,1.58,0.858,1.488,3.4,3,2.6,3,3.2,1,4,4.4,2.6,2.2,4.4,1.4
130,6,2,3,2,1,2,2,1,3,4,1,1,4,1,-0.137,0.186,0.982,0.449,0.547,3.4,3,2.6,3,3.2,1,4,4.4,2.6,2.2,4.4,1.4
131,6,2,3,3,3,3,4,1,3,5,5,1,5,1,0.091,1.647,0.626,0.743,0.3,3.4,3,2.6,3,3.2,1,4,4.4,2.6,2.2,4.4,1.4
134,6,1,4,3,3,4,4,1,5,5,3,2,5,1,0.044,0.468,0.569,-0.145,0.435,3.4,3,2.6,3,3.2,1,4,4.4,2.6,2.2,4.4,1.4
142,7,1,3,3,3,3,3,1,4,4,2,1,1,4,1.135,0.901,0.52,1.165,1.141,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
149,7,2,3,1,4,3,2,1,4,4,4,4,4,4,1.126,0.32,0.824,1.313,-0.109,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
150,7,2,3,3,3,3,3,2,5,5,5,4,4,4,0.563,1.14,0.781,1.303,0.355,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
152,7,1,3,2,3,3,3,2,4,4,5,2,4,4,0.586,0.894,0.603,0.36,1.259,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
160,7,2,3,3,3,4,4,4,4,4,4,2,2,1,-1.389,-1.754,-1.189,-1.437,-0.886,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
162,7,1,3,3,4,4,4,1,4,3,4,3,3,3,1.277,1.188,0.694,-0.109,0.268,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
164,7,2,3,3,3,3,3,3,2,3,3,3,3,3,0.384,-0.002,-0.549,-0.122,-0.004,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
168,7,1,3,3,4,4,4,1,5,4,5,1,4,5,1.321,0.929,1.69,1.226,1.463,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
169,7,1,4,3,4,4,3,3,5,3,3,4,4,2,0.541,-0.52,0.009,-0.044,0.186,3.11111111111111,2.66666666666667,3.44444444444444,3.44444444444444,3.22222222222222,2,4.11111111111111,3.77777777777778,3.88888888888889,2.66666666666667,3.22222222222222,3.33333333333333
171,8,1,4,1,1,1,3,2,3,3,2,3,3,3,-0.667,-1.777,-0.091,-0.853,-0.773,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
179,8,2,3,4,4,4,4,1,3,4,2,1,1,3,0.767,0.917,0.905,1.147,0.875,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
183,8,1,3,3,4,4,3,2,4,2,2,2,2,2,-0.149,0.018,0.075,0.269,-0.571,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
184,8,2,4,4,4,4,4,4,4,2,2,1,1,1,0.395,-0.26,0.055,-0.077,0.346,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
188,8,2,2,3,3,3,2,2,4,4,1,1,1,1,1.255,-0.271,-0.571,0.149,-0.093,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
190,8,2,3,3,2,3,3,1,4,4,4,1,4,4,0.191,0.086,0.144,-0.572,0.017,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
195,8,1,3,3,3,3,3,2,5,5,2,1,2,1,0.164,0.194,0.307,-0.183,-0.687,3.14285714285714,3,3,3.14285714285714,3.14285714285714,2,3.85714285714286,3.42857142857143,2.14285714285714,1.42857142857143,2,2.14285714285714
214,10,1,3,3,3,4,3,2,4,4,4,3,4,4,0.743,1.219,1.307,1.202,1.235,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
215,10,2,2,2,2,2,2,2,4,4,4,4,4,4,0.637,0.35,1.123,0.748,0.734,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
219,10,2,3,2,3,2,3,2,5,4,4,3,3,5,1.074,0.863,0.806,0.666,0.55,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
221,10,2,3,2,3,1,2,2,4,3,2,2,3,3,1.252,0.827,0.916,0.798,0.672,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
225,10,1,4,4,4,3,3,5,5,5,5,5,5,5,1.589,1.823,1.171,1.863,1.911,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
234,10,2,4,3,3,3,4,5,5,5,5,4,5,5,2.676,2.736,2.832,2.597,1.7,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
235,10,1,4,3,3,4,3,3,4,4,4,2,1,4,0.19,-0.072,1.531,0.168,0.298,3.28571428571429,2.71428571428571,3,2.71428571428571,2.85714285714286,3,4.42857142857143,4.14285714285714,4,3.28571428571429,3.57142857142857,4.28571428571429
238,11,1,2,3,2,4,4,1,4,1,4,5,4,2,-1.319,-1.965,-1.97,-1.772,-1.865,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
251,11,1,1,2,1,1,2,1,4,4,4,4,4,4,-2.264,-2.029,-2.638,-2.454,-1.964,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
254,11,2,1,1,1,1,1,1,2,1,2,1,2,1,-2.112,-1.9,-1.894,-0.842,-2.139,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
255,11,2,2,2,2,2,1,2,2,2,2,2,1,1,-1.767,-0.951,-0.219,-0.824,-0.552,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
256,11,1,1,2,1,4,1,4,5,5,5,2,2,5,-2.034,-1.026,-2.5,-1.966,-1.53,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
258,11,2,4,4,4,4,4,1,3,3,4,4,4,4,-1.57,-2.203,-2.331,-1.156,-1.01,1.83333333333333,2.33333333333333,1.83333333333333,2.66666666666667,2.16666666666667,1.66666666666667,3.33333333333333,2.66666666666667,3.5,3,2.83333333333333,2.83333333333333
265,12,1,2,2,3,3,3,1,2,2,3,2,2,3,0.936,-0.015,0.2,0.978,0.243,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
267,12,1,2,4,4,2,4,1,4,4,1,1,1,1,0.638,-0.266,0.162,0.255,0.148,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
268,12,1,1,1,1,1,1,4,4,4,4,4,4,4,0.541,0.715,1.398,0.439,0.502,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
275,12,1,1,2,3,3,4,3,4,4,4,3,1,4,0.89,0.949,0.176,0.719,0.795,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
279,12,1,2,2,2,1,1,1,4,4,4,4,4,5,0.768,1.861,1.152,0.294,0.729,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
282,12,2,3,3,3,3,3,1,4,5,2,1,5,1,0.953,0.945,1.314,0.793,0.914,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
284,12,1,4,2,4,4,4,1,1,1,2,1,1,1,1.13,0.257,0.795,1.194,0.9,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
285,12,2,1,1,2,3,3,4,3,3,3,2,3,2,1.578,1.823,1.698,1.515,1.076,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
286,12,2,1,2,3,2,2,1,2,4,5,1,4,5,0.533,0.718,0.841,1.262,0.63,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
291,12,2,3,3,3,3,3,3,4,4,4,3,3,4,1.082,0.635,0.131,0.91,0.908,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
294,12,2,4,4,4,4,4,2,4,4,3,2,1,4,0.608,-0.184,0.434,0.157,0.23,2.18181818181818,2.36363636363636,2.90909090909091,2.63636363636364,2.90909090909091,2,3.27272727272727,3.54545454545455,3.18181818181818,2.18181818181818,2.63636363636364,3.09090909090909
298,13,1,4,4,3,4,4,4,5,5,5,1,5,5,0.63,1.05,-0.003,0.067,-0.018,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
302,13,1,1,4,3,4,1,2,3,3,3,3,4,3,-0.273,-1.228,-0.731,-0.686,-1.406,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
303,13,1,4,4,4,4,4,1,5,5,1,5,1,1,0.869,0.333,0.356,0.035,0.615,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
304,13,2,3,3,4,4,4,1,4,4,4,1,4,1,0.801,0.322,1.286,1.124,0.175,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
305,13,1,3,3,3,4,4,1,4,4,1,1,4,1,0.135,0.131,0.67,-0.179,0.548,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
307,13,1,3,3,3,3,3,3,4,4,2,2,4,1,0.514,0.317,0.721,0.446,1.322,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
310,13,2,1,2,1,1,2,5,4,4,5,5,4,5,-0.835,-0.586,-1.02,-0.47,0.47,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
317,13,2,3,3,3,3,3,2,5,4,4,3,4,1,1.797,1.626,1.254,1.261,0.369,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
319,13,2,4,3,1,3,4,5,3,3,5,5,3,4,0.488,1.01,0.55,-0.176,0.1,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
328,13,1,1,2,1,4,1,1,4,4,1,4,4,2,-0.25,-0.072,0.456,-0.012,0.095,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
329,13,1,3,3,3,3,3,2,4,4,4,3,4,3,0.426,0.656,0.746,0.987,0.602,2.72727272727273,3.09090909090909,2.63636363636364,3.36363636363636,3,2.45454545454545,4.09090909090909,4,3.18181818181818,3,3.72727272727273,2.45454545454545
333,14,2,3,3,4,4,4,3,4,4,2,1,4,4,-0.097,-0.862,-0.802,0.119,0.328,3,3.2,3.2,3.4,3.6,2.8,4.6,4.6,3.2,2,4.4,4.8
334,14,1,3,3,3,4,4,1,5,4,2,2,3,5,-0.473,-1.325,-0.884,-0.379,-0.195,3,3.2,3.2,3.4,3.6,2.8,4.6,4.6,3.2,2,4.4,4.8
336,14,2,3,3,3,3,3,4,4,5,4,4,5,5,1.149,0.32,0.712,0.448,0.455,3,3.2,3.2,3.4,3.6,2.8,4.6,4.6,3.2,2,4.4,4.8
337,14,2,3,4,3,3,3,4,5,5,4,1,5,5,-0.429,-1.226,0.302,-0.56,-0.196,3,3.2,3.2,3.4,3.6,2.8,4.6,4.6,3.2,2,4.4,4.8
343,14,1,3,3,3,3,4,2,5,5,4,2,5,5,-0.013,0.332,0.658,0.707,-0.097,3,3.2,3.2,3.4,3.6,2.8,4.6,4.6,3.2,2,4.4,4.8
350,15,2,3,4,4,4,3,3,5,3,3,2,3,4,-0.454,-0.846,-0.753,0.09,-0.447,3.5,3.75,4,4,3.75,2.25,4.25,2.75,3.25,2.75,3.25,2.5
352,15,2,4,4,4,4,4,1,3,3,1,3,1,1,-0.161,0.14,-0.542,-0.192,-0.482,3.5,3.75,4,4,3.75,2.25,4.25,2.75,3.25,2.75,3.25,2.5
353,15,2,4,3,4,4,4,4,5,4,5,5,5,4,0.197,-0.29,0.25,0.231,0.294,3.5,3.75,4,4,3.75,2.25,4.25,2.75,3.25,2.75,3.25,2.5
357,15,1,3,4,4,4,4,1,4,1,4,1,4,1,-0.642,-0.461,-0.918,-0.312,-0.658,3.5,3.75,4,4,3.75,2.25,4.25,2.75,3.25,2.75,3.25,2.5
364,16,2,2,2,2,2,2,2,2,2,2,1,1,1,-0.238,-0.318,-0.629,-0.696,-0.096,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
365,16,1,3,4,3,4,4,2,4,4,4,3,3,3,-0.276,-0.401,-0.488,-0.498,-0.303,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
374,16,2,2,3,2,4,2,3,4,1,3,4,4,1,-1.3,-2.013,-1.022,-2.595,-0.481,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
379,16,1,4,4,4,4,4,3,3,3,3,1,3,1,-0.386,0.68,-0.943,-0.966,-0.029,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
382,16,2,4,4,4,4,4,1,4,1,1,4,1,4,-1.004,-1.585,-1.232,-1.009,-1.359,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
384,16,1,3,3,4,1,4,1,3,1,3,1,4,1,-1.008,-0.645,0.041,-0.237,-0.38,3,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,2,3.33333333333333,2,2.66666666666667,2.33333333333333,2.66666666666667,1.83333333333333
393,17,2,3,3,4,4,4,3,5,3,3,3,4,3,-0.11,0.561,-0.413,-0.086,-0.194,3.375,3.375,3.5,3.625,3.625,1.875,4.375,3.875,3.25,2.25,3.625,3.875
394,17,2,4,4,4,4,4,2,4,4,4,2,4,4,-0.691,-0.162,-0.764,-0.652,-0.763,3.375,3.375,3.5,3.625,3.625,1.875,4.375,3.875,3.25,2.25,3.625,3.875
398,17,2,3,4,3,3,4,1,4,2,1,1,3,2,0.697,-0.118,0.175,0.133,0.128,3.375,3.375,3.5,3.625,3.625,1.875,4.375,3.875,3.25,2.25,3.625,3.875
399,17,2,3,3,3,3,4,1,4,4,4,4,5,5,1.399,0.569,2.002,1.708,1.191,3.375,3.375,3.5,3.625,3.625,1.875,4.375,3.875,3.25,2.25,3.625,3.875
