"stidstd","schoolid","st04q01","st81q01","st81q02","st81q03","st81q04","st81q05","st62q01","st62q03","st62q06","st62q07","st62q12","st62q15","st62q16","pv1math","pv2math","pv3math","pv4math","pv5math","st81q01s","st81q02s","st81q03s","st81q04s","st81q05s","st62q01s","st62q03s","st62q06s","st62q07s","st62q12s","st62q15s","st62q16s"
896,36,2,3,1,1,4,2,1,5,2,3,1,5,1,-0.175,-0.793,-1.518,-1.015,-1.003,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
897,36,1,2,2,3,4,4,1,3,4,1,1,3,1,-0.736,-1.071,-0.44,-0.562,-0.56,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
902,36,2,3,1,1,4,3,4,5,3,2,2,5,3,-1.006,-1.058,-1.144,-1.302,-1.744,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
903,36,1,4,2,4,4,3,1,2,2,1,1,2,1,0.023,-0.563,-0.426,-0.403,-0.354,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
904,36,1,3,3,2,4,4,1,3,3,4,1,4,1,-0.458,0.631,-0.769,0.636,-0.982,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
906,36,1,3,3,1,3,3,1,4,4,4,1,4,1,-1.118,-0.778,-0.819,-0.797,-0.728,3.14285714285714,2.28571428571429,2.14285714285714,3.85714285714286,3.28571428571429,1.85714285714286,3.71428571428571,3.14285714285714,2.71428571428571,1.42857142857143,3.85714285714286,1.57142857142857
911,37,2,3,3,4,4,4,5,3,5,5,2,5,5,1.443,1.05,1.766,2.022,1.664,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
913,37,1,3,3,2,3,3,2,4,4,2,1,3,4,2.62,2.074,2.832,2.069,2.185,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
918,37,1,4,4,4,3,4,1,5,5,4,1,1,5,2.241,3.213,2.994,2.49,2.665,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
919,37,2,3,4,4,4,4,3,5,5,4,4,5,5,1.515,1.212,2.084,1.689,1.42,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
924,37,2,3,3,3,3,3,3,4,4,4,2,2,4,2.315,2.366,2.653,1.822,2.693,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
925,37,1,3,3,4,3,3,1,5,5,5,5,5,5,1.477,1.409,1.654,1.662,1.449,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
929,37,1,3,3,4,4,3,1,5,4,4,3,3,5,2.161,1.405,2.299,2.433,1.919,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
933,37,2,4,3,3,3,3,2,5,5,5,5,2,5,1.851,1.669,1.823,1.663,2.071,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
937,37,2,4,3,4,4,4,3,5,5,4,1,4,5,2.582,2.25,2.571,2.83,2.408,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
938,37,2,3,1,2,2,2,3,4,5,4,2,3,5,2.256,2.453,2.348,2.011,3.323,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
939,37,2,3,3,4,4,4,3,4,4,4,4,4,4,1.557,2.207,1.566,1.832,1.868,3.27272727272727,3,3.45454545454545,3.36363636363636,3.36363636363636,2.45454545454545,4.45454545454545,4.63636363636364,4.09090909090909,2.72727272727273,3.36363636363636,4.72727272727273
942,38,1,4,4,3,4,4,2,5,5,4,2,5,2,-0.092,-0.128,-0.664,-1.382,-1.293,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
946,38,1,4,4,4,4,4,1,5,5,4,5,5,4,-0.758,-0.824,0.064,-0.775,-0.582,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
947,38,2,4,4,4,4,4,1,4,5,5,1,5,1,0.259,0.288,-0.304,0.731,0.593,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
952,38,1,1,1,3,4,4,2,4,4,3,1,3,1,-0.731,-0.55,-0.323,-0.277,-0.815,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
958,38,1,3,3,3,4,4,2,4,5,2,3,3,1,-0.687,-1.842,-0.571,-0.918,-1.312,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
959,38,1,3,4,3,4,4,1,2,3,3,1,2,1,-0.441,-0.666,0.323,0.315,-0.389,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
962,38,2,3,4,4,4,4,3,2,1,3,4,5,1,-0.206,-0.129,-0.138,-0.282,-0.166,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
963,38,1,4,4,4,4,4,1,4,4,1,2,4,1,-0.508,-1.024,-0.964,-0.256,-0.456,3.25,3.5,3.5,4,4,1.625,3.75,4,3.125,2.375,4,1.5
967,39,1,4,4,4,4,4,1,2,2,2,1,3,1,-0.769,-0.677,-1.357,-1.291,-0.807,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
968,39,1,3,3,4,4,4,2,2,2,3,1,2,1,0.723,-0.294,0.122,-0.391,-0.286,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
969,39,1,4,4,4,4,4,4,4,3,3,3,3,3,-0.938,-0.351,-0.282,-0.527,-0.389,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
976,39,2,4,3,1,4,4,4,3,4,3,5,5,2,-0.679,-1.116,-1.257,-0.652,-0.526,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
981,39,1,4,3,4,3,4,1,1,1,5,1,1,1,-1.265,-1.002,-0.528,-0.819,-0.897,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
982,39,1,4,4,4,4,4,2,5,3,3,3,5,3,-1.1,-1.399,-1.238,-0.745,-1.477,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
984,39,2,2,2,2,3,3,3,4,1,5,5,5,5,-0.65,-0.839,-0.478,-0.589,-1.783,3.57142857142857,3.28571428571429,3.28571428571429,3.71428571428571,3.85714285714286,2.42857142857143,3,2.28571428571429,3.42857142857143,2.71428571428571,3.42857142857143,2.28571428571429
985,40,1,2,4,3,3,4,1,4,4,4,3,3,1,-1.356,-0.688,-1.032,-0.842,-1.27,2.8,3,3.2,3.2,3.4,2,3.6,3.6,3,1.6,3.2,1.4
990,40,2,3,3,3,4,4,4,4,4,4,1,4,1,-0.892,-1.674,-1.49,-1.166,-1.393,2.8,3,3.2,3.2,3.4,2,3.6,3.6,3,1.6,3.2,1.4
991,40,1,3,3,4,3,3,2,3,3,3,2,3,2,0.134,-1.295,-1.167,-0.775,0.163,2.8,3,3.2,3.2,3.4,2,3.6,3.6,3,1.6,3.2,1.4
992,40,1,3,3,3,3,3,2,4,4,1,1,4,2,-0.77,-0.083,-0.675,0.314,-0.04,2.8,3,3.2,3.2,3.4,2,3.6,3.6,3,1.6,3.2,1.4
997,40,2,3,2,3,3,3,1,3,3,3,1,2,1,-1.16,-0.875,-1.443,-0.681,-1.56,2.8,3,3.2,3.2,3.4,2,3.6,3.6,3,1.6,3.2,1.4
1000,41,1,4,3,3,4,4,1,4,4,4,1,4,1,0.145,0.141,-0.014,-0.483,0.095,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1002,41,2,3,3,3,3,3,1,3,3,3,3,4,3,0.471,0.309,-0.273,0.268,0.094,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1009,41,1,3,2,3,3,3,1,3,4,3,1,4,2,1.292,0.911,0.496,0.4,0.802,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1015,41,2,3,3,2,3,2,1,4,1,4,2,4,1,0.236,0.558,0.021,0.63,0.198,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1017,41,1,3,3,3,4,4,1,5,5,1,1,5,1,0.563,0.601,0.199,0.573,0.727,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1024,41,2,3,3,1,4,4,1,5,5,4,1,5,1,1.756,1.653,1.068,1.783,1.514,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1027,41,1,4,3,1,3,3,2,5,2,4,1,4,1,-0.088,-0.359,-0.446,-0.176,-0.363,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1033,41,2,3,2,3,3,3,2,4,4,1,1,4,1,0.236,0.356,0.132,0.057,-0.209,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1034,41,2,3,3,3,3,4,2,5,5,3,2,5,3,1.591,0.95,1.722,1.585,0.999,3.22222222222222,2.77777777777778,2.44444444444444,3.33333333333333,3.33333333333333,1.33333333333333,4.22222222222222,3.66666666666667,3,1.44444444444444,4.33333333333333,1.55555555555556
1035,42,1,3,3,4,4,3,2,4,4,4,2,4,2,-0.055,-0.248,0,0.284,0.234,3,3,4,4,3,2,4,4,4,2,4,2
1037,42,1,3,3,4,4,3,2,4,4,4,2,4,2,-0.24,-0.264,-0.463,0.111,-0.053,3,3,4,4,3,2,4,4,4,2,4,2
1039,42,1,3,3,4,4,3,2,4,4,4,2,4,2,-0.295,-0.622,-0.428,-0.214,-0.04,3,3,4,4,3,2,4,4,4,2,4,2
1043,43,2,3,1,2,1,1,4,3,4,4,3,3,2,-0.531,-0.699,-0.024,-0.684,-0.457,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1045,43,1,4,4,4,4,4,2,4,4,4,1,1,1,-0.792,-0.229,-0.854,0.033,-0.808,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1049,43,2,1,2,2,1,1,1,4,3,3,4,2,1,-0.461,-0.035,0.538,-0.165,-0.06,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1052,43,2,3,3,3,3,3,1,4,4,4,1,4,3,1.149,0.623,-0.071,0.56,0.139,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1053,43,1,4,4,4,4,4,2,4,4,4,1,1,1,0.355,-0.133,-0.142,-0.398,-0.09,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1057,43,2,1,1,3,1,3,1,4,4,4,2,2,1,0.134,0.31,0.243,-0.124,0.513,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1063,43,2,2,2,2,2,2,2,4,4,4,1,2,2,0.778,0.378,-0.248,-0.1,0.074,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1065,43,2,1,3,1,4,1,2,2,4,4,1,1,1,-0.607,-0.213,-0.491,-0.647,0.066,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1066,43,2,1,1,3,1,3,1,2,4,2,1,1,4,0.259,-0.172,-0.192,0.102,0.864,2.22222222222222,2.33333333333333,2.66666666666667,2.33333333333333,2.44444444444444,1.77777777777778,3.44444444444444,3.88888888888889,3.66666666666667,1.66666666666667,1.88888888888889,1.77777777777778
1081,44,1,3,3,3,3,3,1,4,4,3,1,4,1,1.232,-0.024,0.381,0.486,0.527,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1082,44,2,3,3,4,4,4,1,4,4,1,1,4,1,0.913,0.534,1.497,1.179,0.84,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1083,44,1,3,3,3,3,4,1,4,3,3,1,4,1,1.532,0.365,0.869,1.448,1.832,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1084,44,1,2,2,2,3,3,3,5,5,2,1,5,2,0.575,0.367,-0.416,-0.336,0.13,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1085,44,1,1,1,2,3,3,4,5,5,3,2,5,3,0.874,1.405,0.172,0.916,1.253,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1087,44,1,3,2,2,2,2,1,5,5,4,1,5,1,1.231,1.266,1.399,0.901,1.497,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1091,44,2,2,3,3,3,3,1,4,4,3,1,3,1,0.023,0.828,-0.113,0.463,0.978,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1092,44,1,3,2,2,3,3,2,4,4,4,2,4,1,1.217,1.005,0.59,0.809,1.224,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1094,44,1,3,3,3,3,3,1,4,4,2,1,4,1,1.959,1.978,1.774,1.603,2.044,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1099,44,1,3,3,3,3,4,1,5,5,4,3,5,1,1.357,0.898,1.591,1.139,1.398,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1103,44,1,3,3,3,4,4,1,4,3,3,1,1,1,0.733,0.401,-0.584,-0.572,0.627,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1107,44,1,2,2,2,3,3,3,5,5,3,3,5,3,1.443,0.343,0.557,-0.113,-0.289,2.58333333333333,2.5,2.66666666666667,3.08333333333333,3.25,1.66666666666667,4.41666666666667,4.25,2.91666666666667,1.5,4.08333333333333,1.41666666666667
1117,45,2,3,2,3,1,2,1,1,4,2,2,5,3,-1.899,-1.654,-1.111,-1.652,-1.745,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1118,45,1,3,3,3,3,3,1,4,3,2,1,1,1,0.279,-0.14,-0.004,0.448,0.602,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1122,45,1,3,2,3,3,3,2,3,4,2,2,3,4,-0.505,-0.561,0.158,0.251,-0.849,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1123,45,2,3,1,3,3,4,1,3,4,1,1,4,1,0.372,-0.015,0.558,0.428,0.04,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1129,45,2,3,3,3,4,4,3,4,4,3,2,4,3,0.201,-0.016,-0.361,0.393,0.129,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1131,45,2,3,3,2,3,4,1,4,3,1,1,4,1,0.543,1.02,-0.358,0.756,0.313,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1133,45,2,3,3,4,3,4,1,3,5,5,4,5,4,-0.249,0.21,0.267,-0.235,0.13,3,2.42857142857143,3,2.85714285714286,3.42857142857143,1.42857142857143,3.14285714285714,3.85714285714286,2.28571428571429,1.85714285714286,3.71428571428571,2.42857142857143
1137,46,1,3,3,3,2,1,2,1,1,2,1,1,1,-0.724,-1.295,-0.339,-0.888,-0.977,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1139,46,1,3,4,3,4,4,1,5,5,5,1,5,5,-0.036,-0.42,-0.552,-0.158,0.253,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1140,46,1,3,2,2,2,1,3,2,3,1,1,3,3,-1.251,-0.449,-1.241,-0.097,-0.623,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1141,46,1,2,3,3,4,4,3,4,4,4,3,4,4,-0.712,-1.855,-0.774,-0.887,-0.671,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1147,46,2,3,3,4,1,4,1,3,1,3,2,2,2,-0.002,-0.498,0.467,0.224,-0.639,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1150,46,1,3,3,3,3,3,2,4,4,4,1,4,4,-0.249,0.625,-0.259,0.192,0.525,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1165,46,2,3,2,2,2,2,4,4,2,1,1,3,1,-0.237,-0.967,-0.404,-0.571,-0.196,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1168,46,2,4,3,4,3,3,3,4,4,1,1,4,4,-0.067,-0.204,0.649,0.665,0.662,3,2.875,3,2.625,2.75,2.375,3.375,3,2.625,1.375,3.25,3
1174,47,1,3,3,1,1,2,4,4,4,4,2,3,3,-0.587,-0.238,-0.225,-0.492,0.605,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1179,47,1,4,3,4,4,4,2,4,5,3,1,4,1,0.416,-0.801,-0.216,-0.259,0.343,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1183,47,1,3,4,4,3,2,1,5,1,5,1,5,1,-0.702,-0.364,-0.182,-0.854,-0.718,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1185,47,2,4,4,3,4,3,4,4,4,4,4,4,4,-0.181,-0.127,-0.136,-0.089,-0.175,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1186,47,1,3,3,3,4,4,2,4,4,4,1,4,1,0.556,-0.415,0.382,0.285,-0.295,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1189,47,2,1,2,4,3,2,1,4,3,3,1,5,5,0.011,-0.082,-0.08,-0.718,-0.367,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1196,47,2,4,4,4,4,4,5,5,5,5,5,5,5,-1.073,-0.935,-0.248,-0.819,-0.265,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1197,47,2,4,4,4,4,4,5,5,5,5,5,5,5,-0.863,-0.087,-0.32,-0.678,-0.303,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1200,47,2,4,4,4,4,4,1,2,1,2,1,1,1,0.302,-0.084,-0.306,-0.226,-0.188,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1201,47,1,3,3,4,1,2,1,3,1,3,3,2,1,-1.207,-1.191,-0.022,-1.648,-1.019,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1204,47,2,3,4,4,4,4,2,4,1,1,1,3,1,-0.553,-0.137,-1.076,0.002,-0.038,3.27272727272727,3.45454545454545,3.54545454545455,3.27272727272727,3.18181818181818,2.54545454545455,4,3.09090909090909,3.54545454545455,2.27272727272727,3.72727272727273,2.54545454545455
1207,48,2,3,4,3,2,2,1,3,3,1,1,2,1,-0.115,-0.768,-0.406,-1,-0.763,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1210,48,2,2,2,2,3,2,1,4,4,1,2,4,1,1.011,0.98,1.908,1.153,1.062,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1215,48,2,1,1,1,1,1,1,4,4,4,1,1,1,-0.227,-0.34,-0.73,-0.303,0.22,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1216,48,1,1,1,2,3,3,1,3,4,1,1,3,2,0.237,-0.283,0.828,0.204,1.226,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1218,48,2,2,4,4,4,4,1,2,2,1,1,1,1,0.087,0.23,-0.206,-0.103,0.06,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1221,48,1,3,3,3,3,3,2,4,4,2,2,2,2,0.156,0.444,0.064,0.224,0.343,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1222,48,2,2,2,3,2,2,2,2,2,1,1,2,1,-0.565,-0.25,0.009,-0.156,-0.333,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1224,48,2,3,2,2,2,3,2,3,4,3,3,4,3,0.383,-0.25,0.379,0.349,-0.084,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1227,48,2,3,3,3,3,4,2,3,5,1,1,1,1,-0.505,-0.999,-0.278,-0.063,-0.42,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1234,48,2,3,3,4,4,4,4,4,4,4,4,4,4,-0.356,-0.121,-0.534,-0.297,-0.812,2.3,2.5,2.7,2.7,2.8,1.7,3.2,3.6,1.9,1.7,2.4,1.7
1245,49,2,4,4,4,4,4,2,4,3,4,2,4,3,0.385,0.335,0.202,0.598,0.381,3.25,2.25,3,3.25,3.5,2,3.5,3.25,3.75,1.75,2.75,2.25
1247,49,1,3,1,3,2,3,4,4,4,4,2,4,3,-0.814,-0.71,-1.01,-0.864,-0.841,3.25,2.25,3,3.25,3.5,2,3.5,3.25,3.75,1.75,2.75,2.25
1255,49,2,3,3,3,3,4,1,3,3,4,1,1,1,-0.056,0.065,0.425,0.856,0.052,3.25,2.25,3,3.25,3.5,2,3.5,3.25,3.75,1.75,2.75,2.25
